,attack
99384,33
64993,14
27558,14
67332,14
93536,26
84611,7
19480,14
22175,14
135569,21
38213,14
134398,4
35290,14
86797,7
10823,14
17093,14
75047,24
54697,14
64299,14
107301,26
67316,14
112436,14
53417,19
115331,14
24694,1
73131,14
33491,14
95963,14
127337,10
138978,10
35289,7
4748,14
7535,14
47206,14
98579,14
74713,7
81113,26
73505,14
37001,14
29839,19
32514,31
16770,14
10675,14
44213,14
120452,14
21052,14
134848,14
130106,20
132887,10
140774,20
13308,14
91150,7
14638,14
121350,14
88567,19
91779,24
40047,14
26227,24
131525,14
96084,14
76399,14
41729,14
72733,14
48212,14
14368,14
5935,14
112403,14
86581,14
136945,14
92479,15
118475,14
117452,26
120390,14
137104,14
8077,14
102102,14
136178,14
30771,7
28224,1
114227,19
62385,14
6731,26
30295,14
20592,7
142615,14
40661,24
142835,4
111271,14
127085,14
84148,14
59155,14
86126,14
100803,14
143065,4
113918,14
53158,14
135034,14
65714,14
63896,7
17164,14
32472,14
75389,14
48034,14
3895,14
1385,14
39755,14
43451,14
141620,0
127121,26
63275,14
119363,15
130008,23
122498,14
54441,14
99090,14
120807,1
80656,14
66251,14
138397,26
128000,14
127379,7
98487,14
18562,14
118319,14
22594,14
14229,14
53867,14
110919,7
72657,33
10886,14
116818,14
44399,7
47301,14
95297,14
88230,14
61460,14
129197,10
121703,14
100379,14
137809,10
145264,1
147762,14
41915,19
54030,14
140175,1
5616,19
51839,14
77834,14
65807,14
104485,14
138073,20
71859,7
35035,14
12074,14
64162,7
88707,14
81625,19
25783,14
92872,14
89937,14
9204,14
131571,4
105039,14
132942,0
43630,14
115166,14
57274,14
116237,19
55780,19
24339,14
110900,14
10673,14
58121,14
17191,14
129168,0
15913,14
33907,14
7086,15
81978,14
128949,4
82500,14
135690,23
93745,19
120240,14
116752,14
88834,7
34859,14
98558,14
133598,14
131424,14
74588,14
42459,14
146008,14
122826,15
1264,18
27796,24
39896,14
119237,14
49842,14
129488,14
103742,7
50155,14
96147,14
109619,14
147124,34
127682,11
56461,19
94929,14
10118,14
81962,14
63864,14
66037,14
38527,14
81565,14
128076,14
46121,14
139543,14
52588,14
65202,14
70598,33
99096,24
111991,14
7904,14
18260,7
143329,4
49317,26
127591,4
20760,14
1949,14
144128,14
94811,14
142113,14
39944,14
96598,15
122742,14
134985,11
144624,0
96807,14
25843,14
102157,26
127980,0
62674,14
42143,14
132346,34
96918,24
84156,14
72126,14
97381,14
16677,14
4296,14
24115,14
44974,14
60726,14
76235,14
46786,26
115960,7
52469,7
43046,7
29739,14
16147,14
146737,20
14994,14
95647,1
31862,14
32483,7
133133,14
61075,26
10325,14
135009,0
46860,26
40182,15
81004,24
33332,24
107606,14
139240,11
128228,14
123279,26
132057,14
144529,11
106905,14
35653,15
113292,14
106307,14
80720,26
107367,14
46286,14
80929,14
85719,26
20556,14
103217,14
6737,7
13588,14
42892,14
42277,14
48654,7
28435,14
15425,19
147744,4
49554,14
16347,14
64931,14
19607,14
61520,14
10855,14
121668,14
55437,14
72531,14
8319,14
44525,14
97225,1
60430,14
1484,14
101721,19
61771,7
61525,14
97041,14
7218,14
19756,33
44726,7
148395,7
145341,11
97445,14
28941,26
55912,26
85014,14
101715,14
48147,14
88252,24
103282,14
54401,14
139552,24
45,14
105872,7
30700,15
136930,11
19736,14
2691,1
27745,14
76950,19
101423,14
41094,14
148218,14
25882,14
55598,14
57894,14
72190,24
111822,14
54309,14
64715,7
117800,14
69183,31
131771,14
71492,14
23102,24
126443,14
136302,20
143250,4
32589,14
131458,10
94815,1
122522,26
81891,14
69072,14
5613,14
136018,14
43755,14
78873,14
16301,14
28557,14
134535,34
145295,10
105351,14
127805,19
148222,10
32964,15
95196,14
102573,14
147915,18
43172,14
63519,14
8137,14
118455,14
106035,26
106872,14
54966,14
484,19
64141,14
35270,24
144841,4
57502,7
68193,19
75208,14
89512,24
40204,14
132185,26
51758,14
25805,14
34182,14
11124,24
118076,14
141909,1
33191,14
112700,26
60464,24
125339,14
121338,24
42011,14
122240,14
21166,26
120912,14
104912,14
89606,14
77651,14
127325,4
58867,15
132111,34
10349,14
69874,14
140862,4
123058,19
20128,19
47634,19
120286,14
145966,14
118406,24
148175,4
8742,14
27202,14
99642,14
141892,4
79496,14
63537,14
137077,14
104187,14
4871,14
86026,14
142745,34
75859,14
56625,14
65938,26
104393,14
94307,14
131838,20
114245,14
127217,24
55610,14
78791,14
49359,7
90391,7
130359,14
135222,14
49886,14
80387,14
111779,14
130407,0
11707,14
140576,5
49116,15
131505,4
17046,14
69253,14
48387,14
69238,7
2201,14
60833,7
147973,14
22321,7
62476,33
94334,14
17713,14
124485,14
41568,33
70664,14
34922,14
92129,26
128105,4
15544,1
83104,14
64774,7
32170,14
140616,14
18895,26
134313,14
118251,14
141780,14
73179,24
122253,19
135477,34
8197,14
1750,14
18195,24
92504,7
106433,15
138549,14
71053,14
94618,14
69383,14
12739,7
143767,0
45598,14
74905,14
127247,4
89816,7
39242,14
114076,26
68387,14
73198,14
11911,14
48196,26
121,14
143859,4
41030,14
121602,14
133543,20
45531,19
45657,14
130592,11
31210,14
24083,19
92894,7
76092,14
130873,14
103381,14
75738,14
51674,14
111580,14
29009,14
68554,24
41231,14
25888,31
101132,14
55864,14
133051,4
137103,0
49813,14
72600,14
140981,1
58979,14
42612,14
90213,14
52579,14
61147,14
53962,14
45305,14
127116,24
105569,14
45816,14
117187,14
105961,14
9426,14
114863,31
85919,14
96450,14
75868,14
76124,14
128809,28
62849,14
17827,14
131431,20
126221,14
102701,7
124670,24
45967,14
8578,14
71540,14
11158,14
108932,14
82754,14
12838,14
65396,33
18913,14
21029,26
23886,14
74547,14
24830,7
142435,0
114472,14
29032,19
73329,14
46880,26
109638,14
134665,19
72495,14
136596,24
67941,14
9892,14
88674,14
10242,19
114201,14
19795,14
129298,26
110979,14
48669,14
121947,14
62740,14
43804,19
84884,14
48332,14
45538,14
56999,1
102471,7
23753,14
108498,19
126999,34
109909,14
141857,14
22236,31
87074,14
16897,24
115870,14
147850,24
96704,14
145481,20
84206,14
101718,14
14561,33
87025,14
95305,14
140237,14
18501,14
83592,31
41824,14
64089,14
128280,0
140348,26
36132,14
61518,14
1250,14
70846,26
103437,15
40248,14
46367,14
43125,14
27096,14
80318,14
135184,11
73997,14
22555,14
52811,14
93859,14
65494,7
59938,14
49839,14
122725,14
126606,0
34489,14
29505,14
48852,14
132771,14
135563,26
70189,14
126140,34
105850,1
51,14
115196,14
84066,14
7595,15
79171,14
65372,7
10558,14
103923,14
60177,24
115248,14
20661,14
132447,11
78268,14
139856,4
111414,14
136736,34
129011,14
47439,14
118782,19
50866,14
95738,14
133528,20
139344,7
55390,14
57272,14
144001,34
10935,14
12243,14
19116,14
76290,14
2383,14
102925,14
49743,19
13005,14
128081,4
145709,14
5609,14
66234,14
97124,14
136175,14
116947,14
13788,24
57297,33
67114,14
147665,34
66484,14
109610,14
38381,14
146833,14
70046,14
106691,14
105432,26
83938,7
71972,19
140654,7
51896,7
40320,14
20578,14
37438,14
7178,14
18144,14
124415,14
131087,14
95115,14
31167,14
118541,19
142866,14
7061,14
101166,14
36124,14
86688,24
11514,24
16904,14
22218,14
75409,26
116321,14
10968,14
108916,14
10165,14
125284,7
143669,28
96617,14
46169,14
56422,15
78360,7
42317,14
89706,14
86768,14
102611,14
126487,26
108620,14
42858,19
91996,14
92713,14
130406,26
84698,14
110225,14
8867,14
59984,24
57136,14
30615,14
589,14
50596,14
99208,24
3470,14
113347,14
75114,31
143980,34
33555,24
137426,14
103907,14
58136,14
113591,19
120004,14
38699,14
141554,4
16669,14
116665,14
140808,0
16444,14
121446,14
50946,14
22299,14
7772,26
76719,14
15444,14
141445,10
121736,14
2790,14
47278,14
144944,14
118390,4
128077,14
53070,7
142176,4
65363,7
140904,14
115720,14
18867,14
121617,14
53900,14
133815,26
50718,14
67108,14
22408,14
113802,14
91058,14
141950,20
16238,14
122805,14
63089,14
90912,14
132949,14
30157,14
43328,26
103181,7
2076,14
19097,7
58596,7
36622,14
140052,11
109381,14
58560,19
20963,14
86555,14
17227,14
105893,14
102562,26
127306,5
124301,14
65850,14
91398,14
79897,14
128467,14
860,14
27851,1
90218,14
84325,7
78183,14
50136,14
141003,1
111972,14
19863,14
79534,14
119945,14
87625,15
45204,14
31884,14
27932,14
11101,14
107282,7
120236,14
117139,7
89852,19
107156,14
77367,14
49901,14
30755,14
25029,24
104718,14
9418,14
177,24
92443,7
74715,14
72943,14
38127,14
132583,14
9089,14
95571,24
5130,14
65581,14
7361,14
114082,7
190,33
34837,14
2371,14
135721,23
108797,7
64404,24
6436,33
53180,24
90707,14
20799,14
8657,7
145650,14
52221,14
145248,34
75091,14
70535,14
121817,14
75087,14
73276,14
49781,14
50830,14
52904,14
58091,14
61187,14
142288,23
93358,14
45270,14
102411,14
68225,15
39014,14
9072,14
82732,14
52226,14
85042,14
949,14
109735,15
77647,14
39820,7
99036,7
25933,14
134912,4
146749,0
108571,14
13141,26
83020,14
29031,14
128209,28
81592,14
44025,14
125854,14
39698,24
74146,14
92571,14
142358,1
76987,15
20197,14
75903,14
13813,26
147343,15
59484,1
80617,14
30560,14
40051,14
54558,26
35064,14
92247,14
41983,19
87305,14
140883,0
118267,14
35984,14
35629,14
92059,14
74037,24
128922,11
91292,26
140082,0
123200,24
137107,4
53291,14
79265,7
72417,14
10792,14
64368,14
144560,27
96439,14
106795,14
143283,4
44682,14
85054,24
27867,24
3569,26
71418,14
121533,14
78878,14
27850,14
49630,14
27128,1
121609,14
54941,14
609,14
27839,24
58625,14
23892,14
30612,14
81647,26
107644,14
145282,36
118142,14
75132,14
44812,14
24678,14
33890,14
114431,24
2548,14
33647,14
100093,14
94980,7
22698,14
130761,20
96155,14
114784,14
54007,14
83029,24
27533,14
19278,14
106820,14
56298,14
110075,14
138046,14
96853,14
136499,1
59147,14
135312,4
134592,0
116965,7
2230,24
11969,14
34113,14
3354,31
92896,33
31533,14
84813,33
42046,19
82307,14
12918,14
9066,14
98746,14
79143,14
118520,14
10757,14
91351,14
135424,0
99777,14
144445,1
138468,14
2963,14
119054,31
142848,26
48805,14
139017,34
135391,10
57945,14
106362,14
81252,14
30516,19
96709,24
15812,14
37338,14
15762,14
8130,14
147959,14
59785,7
39615,15
122418,14
84506,14
128042,14
142769,14
132784,5
90937,14
45674,33
23319,14
61725,14
44064,24
13722,14
146029,11
77291,14
47544,14
58892,7
30158,14
48978,14
117160,14
109859,14
53072,24
117241,14
96266,14
107719,14
85727,26
63060,14
75378,19
124549,7
91169,18
114313,14
109224,14
87050,19
102924,14
63612,14
16387,14
67815,14
63127,14
115517,26
88171,19
137414,26
132290,14
30011,1
41264,26
98800,7
44304,14
7181,14
92251,14
118540,14
96560,7
145171,26
68566,14
87271,14
88389,14
99353,14
31542,26
135138,14
67292,14
118176,24
133163,0
91757,14
121742,19
8158,14
22885,15
57818,24
123745,1
101680,33
111144,14
315,26
131038,14
148068,19
82098,14
106704,14
43874,14
42140,14
74485,14
80641,14
73265,14
32119,14
27029,1
133828,34
93666,24
32417,14
78530,14
147546,14
123516,7
143928,1
66510,1
787,26
132797,14
74193,15
78356,14
91544,15
87059,14
20304,14
141994,23
247,7
33383,18
106702,14
105394,14
77593,14
72740,14
86467,24
10422,14
13659,14
43365,14
105465,14
40695,14
344,14
131231,10
2622,26
59149,14
98855,19
84508,19
124080,33
6515,14
106779,14
28237,26
141541,14
33485,14
101828,14
132780,24
11237,14
41227,14
104453,14
57533,14
71177,14
113156,19
52082,14
148195,26
24975,15
75919,19
2202,14
86078,14
32439,19
30377,14
145915,34
70343,15
36678,14
130537,11
68781,14
114617,14
89761,14
59617,14
19108,14
53729,14
108722,14
60532,24
107879,14
104024,14
105684,8
136711,14
93687,14
47723,14
94344,15
21411,19
123783,14
70417,14
67041,24
67413,14
114111,19
69642,26
143526,20
94175,14
90921,7
118316,15
7023,14
135760,14
26525,26
34181,14
44269,14
130024,14
11221,14
47553,14
117172,14
122112,26
59260,19
91054,14
30768,7
84825,14
5099,14
142114,27
19836,14
75068,14
59846,19
90870,7
5356,14
108332,14
3032,15
124434,14
130749,34
86345,14
10287,15
144108,14
83987,14
24172,14
100500,14
8221,14
143383,23
31930,14
130267,28
14650,31
92166,7
82553,14
25238,14
98846,24
136134,20
5750,14
83383,14
57261,14
53187,1
128110,14
123886,14
57625,19
92089,14
114361,14
135749,0
132275,0
75458,14
18991,1
21578,14
88902,7
83531,14
91548,14
46019,14
115411,14
82254,14
55349,14
94901,14
101103,14
118828,26
108244,14
65771,14
38174,14
97720,14
137621,31
53815,7
113742,14
80724,14
121312,26
129950,11
112716,14
83785,14
32987,7
41778,14
50067,14
90636,7
25719,14
127823,28
74643,7
135407,34
135761,26
9214,14
101527,14
90423,26
12055,14
8508,14
83260,14
100710,14
1722,14
114383,14
145261,24
33919,14
93416,14
112152,14
77688,1
23897,14
30660,14
8118,14
59610,14
626,14
136830,14
70607,14
52106,33
123948,14
120382,14
54721,14
38534,14
127563,14
135664,14
137763,14
29850,14
14108,14
69472,1
12316,14
50926,14
72273,19
116130,14
137025,20
82238,14
24207,14
87732,33
25300,14
132133,26
58908,15
146515,14
26258,24
55203,14
43993,14
115499,14
29301,14
117033,14
28709,14
71682,14
116152,7
1816,7
50966,14
27360,14
18105,14
81588,24
115991,14
19034,26
94278,7
68720,14
45790,14
35734,14
87720,14
135580,4
117190,14
41200,7
68635,14
85995,14
43021,14
32682,24
51650,31
97582,14
40185,14
111687,14
126769,4
34572,14
37336,14
8518,7
12990,14
125125,24
145289,4
116882,14
26022,14
81974,14
21646,14
83507,24
2579,15
143410,24
94728,14
52062,14
130822,14
68918,14
53054,14
33287,31
69275,14
21202,14
148467,20
50396,7
76903,24
42014,14
102022,14
125864,14
5151,14
76747,14
93610,19
42397,14
63365,14
85987,19
61218,24
122863,14
123931,14
57433,14
100456,33
145827,11
34346,14
138175,26
146977,4
9843,24
33935,31
86988,14
114079,33
138064,14
140902,14
121744,19
75960,24
60988,14
94135,14
8787,14
37316,14
94414,14
54312,14
147644,14
13336,14
128565,26
29182,14
57381,26
49529,14
119273,1
51038,14
144686,1
124912,7
84789,14
4543,26
133733,14
38143,14
39874,14
90910,33
110848,26
37324,14
135183,14
132700,0
95591,14
35236,24
131610,14
117807,24
119047,24
12656,7
146301,24
107178,24
66218,14
62220,31
56374,14
96001,14
41493,14
90268,15
140518,24
39614,14
38558,14
33546,26
40968,14
36435,14
125045,14
10921,14
119778,14
143147,28
99097,14
83771,14
20750,14
81985,14
138277,26
139219,14
108475,24
13290,7
92264,14
95948,14
99197,14
140785,14
112677,14
114527,14
105958,14
69882,7
139221,11
49073,15
142783,14
68735,24
108154,14
111206,14
59749,14
57795,14
42124,14
97000,14
45253,14
81877,14
44656,14
66232,26
62176,14
57518,14
3243,14
15685,14
24748,19
60701,14
146908,14
103152,14
13055,14
38909,14
85001,14
79939,1
55983,14
27203,14
79695,24
114248,24
36903,14
96590,15
14823,7
65634,24
128750,11
9940,14
87658,14
91868,1
26619,14
110250,14
144139,19
71648,7
119478,14
33080,14
112260,14
133743,34
60252,14
3984,31
96052,14
86717,1
126200,14
18476,15
85818,7
52493,14
38859,14
124444,14
33267,14
52272,14
91613,14
7317,14
75051,26
101898,14
23474,14
80782,14
1070,14
70241,14
125388,7
29483,14
108506,14
136324,14
127035,4
76143,14
27199,14
148050,14
121113,31
68468,14
86119,14
69566,1
69032,14
21015,14
25780,14
100207,14
52181,14
30591,14
119401,24
122022,24
106004,14
143324,0
75922,33
9288,19
71739,14
93114,14
137712,14
101944,14
56921,14
68006,14
146579,34
128694,14
111431,24
146922,20
106462,14
109724,7
104670,31
142145,11
132714,20
116657,14
6725,19
103567,19
108782,14
97549,7
91968,14
137668,14
41629,14
36621,19
32218,14
5443,14
88894,14
126382,14
142452,11
35368,14
134755,0
61177,14
98878,14
25759,14
143004,14
147597,14
118016,14
51117,7
50515,26
2445,7
137172,5
127059,14
111075,15
48220,14
100101,14
54325,14
78741,14
112893,14
136547,24
42433,14
105295,24
92702,14
7857,14
102774,19
15993,19
139455,14
87890,14
146296,14
30786,14
135020,10
146580,7
36197,14
107330,14
4495,14
26715,14
139316,14
85905,14
147858,14
42810,31
89633,14
95764,14
10956,7
84641,14
111356,14
120850,14
123082,14
128502,26
33248,26
68670,14
116012,14
25296,14
28897,14
43039,14
28138,19
131821,11
74649,14
86523,26
46399,14
79889,26
80917,26
5709,14
43631,14
69398,14
107632,14
9384,14
46877,24
142815,0
14432,14
145633,0
92770,7
55378,14
124834,24
144327,14
82874,14
133794,20
26234,14
120415,14
958,14
70088,26
146196,28
58563,14
80800,19
107525,14
33953,14
84434,14
78610,31
59991,24
52414,14
77109,14
96606,14
42709,7
83972,14
35545,33
37565,14
43598,14
99292,14
79327,33
38659,24
104363,14
61407,14
38845,15
13446,14
42115,14
58022,14
58335,14
62005,14
16255,26
103811,7
55391,14
97962,33
86018,14
10115,14
136077,26
99518,14
132070,14
81419,15
9797,14
125468,14
24807,14
138916,14
35516,14
117334,14
113767,24
123803,19
65643,14
78027,14
126242,7
72955,19
127738,14
14548,14
128410,14
29972,26
88096,14
103399,14
128777,10
58598,26
73182,14
69851,7
76411,14
135321,14
8338,14
99428,14
91726,14
19128,14
50148,14
104526,14
104385,14
21652,19
104543,14
32192,24
86993,14
55167,14
76880,14
1136,14
2698,14
146891,24
21479,14
9984,14
7398,14
125904,14
74290,14
20297,14
30362,14
94834,14
107630,14
21707,7
110051,19
37335,14
13416,14
68232,26
53892,24
85153,14
2880,14
93043,14
50819,14
131363,11
80448,7
72629,14
141313,11
30751,14
12067,19
92829,14
56159,33
11858,24
86528,14
101667,14
99623,14
103244,7
113982,24
75059,14
122773,19
45070,14
33071,14
62145,14
14039,14
113624,14
77612,14
145133,14
69894,14
79980,7
25384,15
124020,14
90849,7
79371,14
32867,14
102078,19
97044,14
91401,24
136805,0
75652,14
134031,11
82683,14
119405,14
36268,24
82239,14
32205,24
110454,24
144849,14
117608,17
34656,7
136461,23
55235,24
68302,14
132502,26
15367,14
27878,7
69548,14
43273,14
73573,19
100692,14
136866,14
40984,14
89752,14
122939,24
34272,26
51281,14
71472,14
72019,31
67223,14
126849,4
98492,14
43534,24
121839,14
87840,26
7106,14
13929,24
23406,26
126850,0
33305,14
129891,14
116201,14
37393,14
97511,14
94128,14
105056,14
101972,7
63196,14
112577,14
3277,14
81658,14
71165,14
134447,14
49927,31
21467,7
83701,19
67722,14
19044,15
140737,34
75918,14
37511,26
61094,14
140655,24
32576,31
138893,14
147382,0
86385,7
134952,14
142550,14
25061,19
97310,15
62758,14
44900,19
12217,26
97125,14
131864,20
17915,14
28948,14
28674,14
127158,1
43611,14
116025,14
94953,14
4551,14
60411,14
77509,24
112845,14
113635,14
140594,11
93574,14
145817,4
126828,14
76988,19
91066,14
37269,14
70070,14
7712,26
10278,33
21420,14
126955,20
57402,14
17794,14
102759,14
125809,14
127698,0
142048,14
46737,14
36607,19
104623,14
17474,14
98269,14
144602,11
20466,24
6087,15
146573,0
60030,19
42782,14
72377,15
110489,1
50662,14
39387,14
92554,14
85760,14
13612,14
111712,14
70785,14
129320,23
144731,26
122984,14
99832,14
113538,24
47179,14
117910,14
70145,14
144218,14
19789,14
77530,14
135186,14
91189,7
56004,26
124348,14
14533,14
81382,14
9941,14
24436,14
58698,14
57293,14
63413,14
110490,19
5223,14
135259,11
78393,14
69490,9
129672,14
113152,14
108049,24
91732,14
9238,14
3081,14
95972,14
86788,14
96949,14
10891,14
55528,14
38170,19
133963,4
70400,1
101158,14
28157,14
64849,14
55085,14
75985,14
128326,14
101335,7
143307,4
146211,14
105827,24
19582,14
13318,24
146606,14
99931,14
78628,14
130479,34
126335,14
35209,14
85985,14
93727,26
10985,14
63076,14
112869,14
136640,28
124844,14
26686,14
96829,14
139354,24
66099,7
61284,14
22686,14
80306,15
66817,14
45090,14
98785,14
33454,19
60913,19
126776,14
57735,24
1010,14
145286,11
35272,7
141871,4
58937,14
51724,14
94042,14
38006,14
77895,14
102171,14
146133,1
41177,14
125626,15
37688,14
44070,14
119028,31
79677,14
87880,14
55773,26
109162,14
128340,20
64994,24
68176,26
102838,14
135254,14
144096,34
9077,14
81092,14
4562,19
32519,14
122603,14
13426,14
6218,14
108087,14
65381,24
19098,7
20302,14
143315,14
118426,24
50320,14
58264,14
115394,31
5089,33
53426,14
138997,11
141709,11
60323,14
55031,19
146365,4
21939,14
52735,24
136087,5
84832,14
100748,26
138280,4
124128,14
80548,14
138443,14
56627,14
86448,1
136729,4
65956,26
51101,14
104547,14
10320,19
81075,31
14344,19
121808,26
84795,14
102854,7
16644,14
109706,14
45939,14
20008,14
95488,14
128951,14
59298,19
112802,14
78067,14
111789,14
51365,14
19690,14
115139,14
118864,24
140789,0
65088,14
92344,14
71464,14
127150,14
